*Tele EF EB theta(degree) phi(degree)
   9 20 10       70.5210     186.969
   9 20 11       70.5093     186.602
   9 20 12       70.4983     186.235
   9 20 13       70.4881     185.867
   9 20 14       70.4786     185.500
   9 20 15       70.4698     185.132
   9 20 16       70.4618     184.764
   9 20 17       70.4545     184.396
   9 20 18       70.4480     184.027
   9 20 19       70.4422     183.659
   9 20 20       70.4372     183.291
   9 20 21       70.4329     182.923
   9 20 22       70.4293     182.554
   9 20 23       70.4265     182.186
   9 20 24       70.4245     181.818
   9 20 25       70.4232     181.450
   9 20 26       70.4226     181.083
   9 20 27       70.4228     180.715
   9 20 28       70.4237     180.348
   9 20 29       70.4254     179.981
   9 20 30       70.4278     179.614
   9 20 31       70.4310     179.248
   9 21  0       71.0219     190.598
   9 21  1       71.0033     190.236
   9 21  2       70.9854     189.873
   9 21  3       70.9682     189.510
   9 21  4       70.9516     189.146
   9 21  5       70.9358     188.782
   9 21  6       70.9207     188.418
   9 21  7       70.9062     188.053
   9 21  8       70.8925     187.688
   9 21  9       70.8795     187.322
   9 21 10       70.8672     186.956
   9 21 11       70.8556     186.590
   9 21 12       70.8448     186.223
   9 21 13       70.8346     185.857
   9 21 14       70.8252     185.490
   9 21 15       70.8165     185.123
   9 21 16       70.8085     184.756
   9 21 17       70.8013     184.388
   9 21 18       70.7948     184.021
   9 21 19       70.7890     183.653
   9 21 20       70.7840     183.286
   9 21 21       70.7797     182.919
   9 21 22       70.7761     182.551
   9 21 23       70.7733     182.184
   9 21 24       70.7712     181.817
   9 21 25       70.7698     181.450
   9 21 26       70.7691     181.083
   9 21 27       70.7692     180.716
   9 21 28       70.7700     180.350
   9 21 29       70.7716     179.984
   9 21 30       70.7738     179.618
   9 21 31       70.7768     179.252
   9 22  0       71.3658     190.576
   9 22  1       71.3475     190.215
   9 22  2       71.3299     189.853
   9 22  3       71.3129     189.491
   9 22  4       71.2966     189.128
   9 22  5       71.2810     188.765
   9 22  6       71.2660     188.401
   9 22  7       71.2518     188.037
   9 22  8       71.2382     187.673
   9 22  9       71.2254     187.308
   9 22 10       71.2132     186.943
   9 22 11       71.2018     186.577
   9 22 12       71.1910     186.212
   9 22 13       71.1810     185.846
   9 22 14       71.1717     185.480
   9 22 15       71.1630     185.114
   9 22 16       71.1551     184.747
   9 22 17       71.1480     184.381
   9 22 18       71.1415     184.014
   9 22 19       71.1357     183.648
   9 22 20       71.1307     183.281
   9 22 21       71.1264     182.915
   9 22 22       71.1228     182.548
   9 22 23       71.1199     182.182
   9 22 24       71.1177     181.815
   9 22 25       71.1163     181.449
   9 22 26       71.1155     181.083
   9 22 27       71.1155     180.717
   9 22 28       71.1162     180.352
   9 22 29       71.1176     179.986
   9 22 30       71.1197     179.621
   9 22 31       71.1226     179.257
   9 23  0       71.7096     190.555
   9 23  1       71.6916     190.194
   9 23  2       71.6742     189.833
   9 23  3       71.6574     189.472
   9 23  4       71.6414     189.110
   9 23  5       71.6260     188.747
   9 23  6       71.6112     188.385
   9 23  7       71.5972     188.021
   9 23  8       71.5838     187.658
   9 23  9       71.5711     187.294
   9 23 10       71.5591     186.930
   9 23 11       71.5478     186.565
   9 23 12       71.5371     186.200
   9 23 13       71.5272     185.835
   9 23 14       71.5180     185.470
   9 23 15       71.5094     185.105
   9 23 16       71.5016     184.739
   9 23 17       71.4944     184.374
   9 23 18       71.4880     184.008
   9 23 19       71.4822     183.642
   9 23 20       71.4772     183.276
   9 23 21       71.4729     182.911
   9 23 22       71.4692     182.545
   9 23 23       71.4663     182.179
   9 23 24       71.4641     181.814
   9 23 25       71.4626     181.449
   9 23 26       71.4618     181.083
   9 23 27       71.4616     180.718
   9 23 28       71.4622     180.354
   9 23 29       71.4635     179.989
   9 23 30       71.4655     179.625
   9 23 31       71.4682     179.261
   9 24  0       72.0532     190.534
   9 24  1       72.0354     190.174
   9 24  2       72.0183     189.814
   9 24  3       72.0018     189.453
   9 24  4       71.9860     189.092
   9 24  5       71.9708     188.730
   9 24  6       71.9563     188.368
   9 24  7       71.9424     188.006
   9 24  8       71.9292     187.643
   9 24  9       71.9166     187.280
   9 24 10       71.9048     186.916
   9 24 11       71.8936     186.553
   9 24 12       71.8831     186.189
   9 24 13       71.8732     185.825
   9 24 14       71.8641     185.460
   9 24 15       71.8556     185.096
   9 24 16       71.8478     184.731
   9 24 17       71.8407     184.366
   9 24 18       71.8343     184.001
   9 24 19       71.8286     183.637
   9 24 20       71.8235     183.272
   9 24 21       71.8192     182.907
   9 24 22       71.8155     182.542
   9 24 23       71.8126     182.177
   9 24 24       71.8103     181.813
   9 24 25       71.8087     181.448
   9 24 26       71.8078     181.084
   9 24 27       71.8076     180.720
   9 24 28       71.8080     180.356
   9 24 29       71.8092     179.992
   9 24 30       71.8110     179.629
   9 24 31       71.8135     179.265
   9 25  0       72.3966     190.512
   9 25  1       72.3791     190.154
   9 25  2       72.3622     189.794
   9 25  3       72.3460     189.434
   9 25  4       72.3304     189.074
   9 25  5       72.3154     188.713
   9 25  6       72.3011     188.352
   9 25  7       72.2874     187.990
   9 25  8       72.2743     187.628
   9 25  9       72.2620     187.266
   9 25 10       72.2502     186.903
   9 25 11       72.2392     186.540
   9 25 12       72.2288     186.177
   9 25 13       72.2191     185.814
   9 25 14       72.2100     185.450
   9 25 15       72.2016     185.087
   9 25 16       72.1939     184.723
   9 25 17       72.1868     184.359
   9 25 18       72.1804     183.995
   9 25 19       72.1747     183.631
   9 25 20       72.1697     183.267
   9 25 21       72.1653     182.903
   9 25 22       72.1616     182.539
   9 25 23       72.1586     182.175
   9 25 24       72.1563     181.811
   9 25 25       72.1546     181.447
   9 25 26       72.1536     181.084
   9 25 27       72.1533     180.721
   9 25 28       72.1536     180.358
   9 25 29       72.1547     179.995
   9 25 30       72.1564     179.632
   9 25 31       72.1587     179.270
   9 26  0       72.7398     190.491
   9 26  1       72.7225     190.133
   9 26  2       72.7059     189.775
   9 26  3       72.6899     189.416
   9 26  4       72.6745     189.056
   9 26  5       72.6598     188.696
   9 26  6       72.6456     188.336
   9 26  7       72.6321     187.975
   9 26  8       72.6193     187.614
   9 26  9       72.6071     187.252
   9 26 10       72.5955     186.890
   9 26 11       72.5845     186.528
   9 26 12       72.5743     186.166
   9 26 13       72.5646     185.803
   9 26 14       72.5556     185.441
   9 26 15       72.5473     185.078
   9 26 16       72.5396     184.715
   9 26 17       72.5326     184.352
   9 26 18       72.5263     183.989
   9 26 19       72.5206     183.625
   9 26 20       72.5155     183.262
   9 26 21       72.5112     182.899
   9 26 22       72.5075     182.536
   9 26 23       72.5044     182.173
   9 26 24       72.5020     181.810
   9 26 25       72.5003     181.447
   9 26 26       72.4992     181.084
   9 26 27       72.4988     180.722
   9 26 28       72.4990     180.359
   9 26 29       72.4999     179.997
   9 26 30       72.5015     179.636
   9 26 31       72.5037     179.274
   9 27  0       73.0827     190.470
   9 27  1       73.0657     190.113
   9 27  2       73.0493     189.755
   9 27  3       73.0336     189.397
   9 27  4       73.0184     189.038
   9 27  5       73.0039     188.679
   9 27  6       72.9899     188.319
   9 27  7       72.9766     187.959
   9 27  8       72.9639     187.599
   9 27  9       72.9519     187.238
   9 27 10       72.9404     186.877
   9 27 11       72.9296     186.516
   9 27 12       72.9195     186.155
   9 27 13       72.9099     185.793
   9 27 14       72.9010     185.431
   9 27 15       72.8928     185.069
   9 27 16       72.8852     184.707
   9 27 17       72.8782     184.345
   9 27 18       72.8719     183.982
   9 27 19       72.8662     183.620
   9 27 20       72.8612     183.257
   9 27 21       72.8568     182.895
   9 27 22       72.8530     182.533
   9 27 23       72.8499     182.170
   9 27 24       72.8475     181.808
   9 27 25       72.8457     181.446
   9 27 26       72.8445     181.084
   9 27 27       72.8440     180.723
   9 27 28       72.8441     180.361
   9 27 29       72.8449     180.000
   9 27 30       72.8463     179.639
   9 27 31       72.8483     179.279
   9 28  0       73.4253     190.449
   9 28  1       73.4086     190.093
   9 28  2       73.3925     189.736
   9 28  3       73.3770     189.378
   9 28  4       73.3620     189.020
   9 28  5       73.3477     188.662
   9 28  6       73.3340     188.303
   9 28  7       73.3208     187.944
   9 28  8       73.3083     187.584
   9 28  9       73.2964     187.225
   9 28 10       73.2851     186.864
   9 28 11       73.2744     186.504
   9 28 12       73.2644     186.143
   9 28 13       73.2550     185.782
   9 28 14       73.2461     185.421
   9 28 15       73.2380     185.060
   9 28 16       73.2304     184.699
   9 28 17       73.2235     184.337
   9 28 18       73.2172     183.976
   9 28 19       73.2115     183.614
   9 28 20       73.2065     183.253
   9 28 21       73.2021     182.891
   9 28 22       73.1983     182.530
   9 28 23       73.1952     182.168
   9 28 24       73.1927     181.807
   9 28 25       73.1908     181.446
   9 28 26       73.1895     181.085
   9 28 27       73.1889     180.724
   9 28 28       73.1889     180.363
   9 28 29       73.1896     180.003
   9 28 30       73.1908     179.643
   9 28 31       73.1927     179.283
   9 29  0       73.7676     190.429
   9 29  1       73.7512     190.073
   9 29  2       73.7353     189.717
   9 29  3       73.7200     189.360
   9 29  4       73.7053     189.003
   9 29  5       73.6912     188.645
   9 29  6       73.6777     188.287
   9 29  7       73.6647     187.929
   9 29  8       73.6524     187.570
   9 29  9       73.6406     187.211
   9 29 10       73.6295     186.852
   9 29 11       73.6189     186.492
   9 29 12       73.6090     186.132
   9 29 13       73.5997     185.772
   9 29 14       73.5909     185.412
   9 29 15       73.5828     185.051
   9 29 16       73.5753     184.691
   9 29 17       73.5684     184.330
   9 29 18       73.5622     183.969
   9 29 19       73.5565     183.609
   9 29 20       73.5515     183.248
   9 29 21       73.5471     182.887
   9 29 22       73.5433     182.527
   9 29 23       73.5401     182.166
   9 29 24       73.5375     181.805
   9 29 25       73.5356     181.445
   9 29 26       73.5342     181.085
   9 29 27       73.5335     180.725
   9 29 28       73.5334     180.365
   9 29 29       73.5339     180.006
   9 29 30       73.5351     179.646
   9 29 31       73.5368     179.287
   9 30  0       74.1096     190.408
   9 30  1       74.0934     190.053
   9 30  2       74.0778     189.698
   9 30  3       74.0628     189.342
   9 30  4       74.0483     188.985
   9 30  5       74.0344     188.628
   9 30  6       74.0210     188.271
   9 30  7       74.0083     187.914
   9 30  8       73.9961     187.556
   9 30  9       73.9845     187.197
   9 30 10       73.9735     186.839
   9 30 11       73.9631     186.480
   9 30 12       73.9533     186.121
   9 30 13       73.9440     185.762
   9 30 14       73.9354     185.402
   9 30 15       73.9274     185.043
   9 30 16       73.9199     184.683
   9 30 17       73.9131     184.323
   9 30 18       73.9068     183.963
   9 30 19       73.9012     183.603
   9 30 20       73.8962     183.243
   9 30 21       73.8917     182.883
   9 30 22       73.8879     182.524
   9 30 23       73.8847     182.164
   9 30 24       73.8821     181.804
   9 30 25       73.8800     181.445
   9 30 26       73.8786     181.085
   9 30 27       73.8778     180.726
   9 30 28       73.8776     180.367
   9 30 29       73.8780     180.008
   9 30 30       73.8790     179.650
   9 30 31       73.8805     179.292
   9 31  0       74.4512     190.387
   9 31  1       74.4353     190.033
